Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,mutation_rate
8,0.0865913690013258,702.3749595955964,912.0,100,0.25,1000,0,2,10,1000,100,100,0.25
9,0.09611724500064156,702.3749595955964,1013.0,100,0.25,1000,0,2,10,1000,100,100,0.25
10,0.10597267100092722,702.3749595955964,1114.0,100,0.25,1000,0,2,10,1000,100,100,0.25
11,0.11539884300145786,684.570393696332,1216.0,100,0.25,1000,0,2,10,1000,100,100,0.25
12,0.12484226900050999,684.5703936963318,1318.0,100,0.25,1000,0,2,10,1000,100,100,0.25
13,0.13413220700022066,684.5703936963318,1419.0,100,0.25,1000,0,2,10,1000,100,100,0.25
14,0.14396368600137066,684.5703936963318,1520.0,100,0.25,1000,0,2,10,1000,100,100,0.25
15,0.1535287780006911,684.5703936963318,1621.0,100,0.25,1000,0,2,10,1000,100,100,0.25
16,0.16330869700141193,684.5703936963318,1722.0,100,0.25,1000,0,2,10,1000,100,100,0.25
17,0.17274267500033602,684.5703936963318,1823.0,100,0.25,1000,0,2,10,1000,100,100,0.25
18,0.1820044690011855,684.5703936963318,1924.0,100,0.25,1000,0,2,10,1000,100,100,0.25
19,0.19110542199996416,684.5703936963318,2025.0,100,0.25,1000,0,2,10,1000,100,100,0.25
20,0.20026525800130912,684.5703936963318,2126.0,100,0.25,1000,0,2,10,1000,100,100,0.25
21,0.2092275110007904,684.5703936963318,2227.0,100,0.25,1000,0,2,10,1000,100,100,0.25
22,0.2182168460003595,684.5703936963318,2328.0,100,0.25,1000,0,2,10,1000,100,100,0.25
23,0.22753707400079293,684.5703936963318,2429.0,100,0.25,1000,0,2,10,1000,100,100,0.25
24,0.2370371699998941,684.5703936963318,2530.0,100,0.25,1000,0,2,10,1000,100,100,0.25
25,0.2465821940004389,684.5703936963318,2631.0,100,0.25,1000,0,2,10,1000,100,100,0.25
26,0.25552185300148267,684.5703936963318,2732.0,100,0.25,1000,0,2,10,1000,100,100,0.25
27,0.2644390290006413,684.5703936963318,2833.0,100,0.25,1000,0,2,10,1000,100,100,0.25
28,0.27339461900010065,684.5703936963318,2934.0,100,0.25,1000,0,2,10,1000,100,100,0.25
29,0.28233520000139833,684.5703936963318,3035.0,100,0.25,1000,0,2,10,1000,100,100,0.25
30,0.29121760800080665,684.5703936963318,3136.0,100,0.25,1000,0,2,10,1000,100,100,0.25
31,0.2999896130004345,684.5703936963318,3237.0,100,0.25,1000,0,2,10,1000,100,100,0.25
32,0.30897842700142064,684.5703936963318,3338.0,100,0.25,1000,0,2,10,1000,100,100,0.25
33,0.31786338100027933,684.5703936963318,3439.0,100,0.25,1000,0,2,10,1000,100,100,0.25
34,0.32669321700086584,684.5703936963318,3540.0,100,0.25,1000,0,2,10,1000,100,100,0.25
35,0.335570565001035,684.5703936963318,3641.0,100,0.25,1000,0,2,10,1000,100,100,0.25
36,0.3444857480008068,684.5703936963318,3742.0,100,0.25,1000,0,2,10,1000,100,100,0.25
37,0.35342637800022203,684.5703936963318,3843.0,100,0.25,1000,0,2,10,1000,100,100,0.25
38,0.3623502370010101,684.5703936963318,3944.0,100,0.25,1000,0,2,10,1000,100,100,0.25
39,0.37133443300081126,684.5703936963318,4045.0,100,0.25,1000,0,2,10,1000,100,100,0.25
40,0.38043949300117674,684.5703936963318,4146.0,100,0.25,1000,0,2,10,1000,100,100,0.25
41,0.38950350300001446,684.5703936963318,4247.0,100,0.25,1000,0,2,10,1000,100,100,0.25
42,0.39912147900031414,684.5703936963318,4348.0,100,0.25,1000,0,2,10,1000,100,100,0.25
43,0.40829840800142847,684.5703936963318,4449.0,100,0.25,1000,0,2,10,1000,100,100,0.25
44,0.4174460310005088,684.5703936963318,4550.0,100,0.25,1000,0,2,10,1000,100,100,0.25
45,0.4265049710011226,684.5703936963318,4651.0,100,0.25,1000,0,2,10,1000,100,100,0.25
46,0.43555597700105864,684.5703936963318,4752.0,100,0.25,1000,0,2,10,1000,100,100,0.25
47,0.44455641400054446,684.5703936963318,4853.0,100,0.25,1000,0,2,10,1000,100,100,0.25
48,0.45350904900078604,684.5703936963318,4954.0,100,0.25,1000,0,2,10,1000,100,100,0.25
49,0.4624631250007951,684.5703936963318,5055.0,100,0.25,1000,0,2,10,1000,100,100,0.25
50,0.4716344040007243,684.5703936963318,5156.0,100,0.25,1000,0,2,10,1000,100,100,0.25
51,0.4808344980010588,684.5703936963318,5257.0,100,0.25,1000,0,2,10,1000,100,100,0.25
52,0.49019428300016443,684.5703936963318,5358.0,100,0.25,1000,0,2,10,1000,100,100,0.25
53,0.4994078730014735,684.5703936963318,5459.0,100,0.25,1000,0,2,10,1000,100,100,0.25
54,0.5088091480010917,684.5703936963318,5560.0,100,0.25,1000,0,2,10,1000,100,100,0.25
55,0.517979866001042,684.5703936963318,5661.0,100,0.25,1000,0,2,10,1000,100,100,0.25
56,0.5275971290011512,684.5703936963318,5762.0,100,0.25,1000,0,2,10,1000,100,100,0.25
57,0.5369873119998374,684.5703936963318,5863.0,100,0.25,1000,0,2,10,1000,100,100,0.25
58,0.5463288509999984,684.5703936963318,5964.0,100,0.25,1000,0,2,10,1000,100,100,0.25
59,0.555678816001091,684.5703936963318,6065.0,100,0.25,1000,0,2,10,1000,100,100,0.25
60,0.5650868440006889,684.5703936963318,6166.0,100,0.25,1000,0,2,10,1000,100,100,0.25
61,0.5744225819998974,684.5703936963318,6267.0,100,0.25,1000,0,2,10,1000,100,100,0.25
62,0.5837843200006319,684.5703936963318,6368.0,100,0.25,1000,0,2,10,1000,100,100,0.25
63,0.59304461100146,684.5703936963318,6469.0,100,0.25,1000,0,2,10,1000,100,100,0.25
64,0.6023935740013258,684.5703936963318,6570.0,100,0.25,1000,0,2,10,1000,100,100,0.25
65,0.6116942340013338,684.5703936963318,6671.0,100,0.25,1000,0,2,10,1000,100,100,0.25
66,0.6210083390014915,684.5703936963318,6772.0,100,0.25,1000,0,2,10,1000,100,100,0.25
67,0.6302958230007789,684.5703936963318,6873.0,100,0.25,1000,0,2,10,1000,100,100,0.25
68,0.6394880330008164,684.5703936963318,6974.0,100,0.25,1000,0,2,10,1000,100,100,0.25
69,0.6492353890007507,684.5703936963318,7075.0,100,0.25,1000,0,2,10,1000,100,100,0.25
70,0.6586943750007777,684.5703936963318,7176.0,100,0.25,1000,0,2,10,1000,100,100,0.25
71,0.6681302470005903,684.5703936963318,7277.0,100,0.25,1000,0,2,10,1000,100,100,0.25
72,0.6771859310010768,684.5703936963318,7378.0,100,0.25,1000,0,2,10,1000,100,100,0.25
73,0.6862055560013687,684.5703936963318,7479.0,100,0.25,1000,0,2,10,1000,100,100,0.25
74,0.6952513410014944,684.5703936963318,7580.0,100,0.25,1000,0,2,10,1000,100,100,0.25
75,0.7046224670011725,684.5703936963318,7681.0,100,0.25,1000,0,2,10,1000,100,100,0.25
76,0.7138585410011729,684.5703936963318,7782.0,100,0.25,1000,0,2,10,1000,100,100,0.25
77,0.7231366270007129,684.5703936963318,7883.0,100,0.25,1000,0,2,10,1000,100,100,0.25
78,0.7321486370001367,684.5703936963318,7984.0,100,0.25,1000,0,2,10,1000,100,100,0.25
79,0.741111962001014,684.5703936963318,8085.0,100,0.25,1000,0,2,10,1000,100,100,0.25
80,0.7500710889999027,684.5703936963318,8186.0,100,0.25,1000,0,2,10,1000,100,100,0.25
81,0.7590494739997666,684.5703936963318,8287.0,100,0.25,1000,0,2,10,1000,100,100,0.25
82,0.7681564270005765,684.5703936963318,8388.0,100,0.25,1000,0,2,10,1000,100,100,0.25
83,0.7771777350008051,684.5703936963318,8489.0,100,0.25,1000,0,2,10,1000,100,100,0.25
84,0.7863370900013251,684.5703936963318,8590.0,100,0.25,1000,0,2,10,1000,100,100,0.25
85,0.7952911280008266,684.5703936963318,8691.0,100,0.25,1000,0,2,10,1000,100,100,0.25
86,0.8043033570011175,684.5703936963318,8792.0,100,0.25,1000,0,2,10,1000,100,100,0.25
87,0.813408228001208,684.5703936963318,8893.0,100,0.25,1000,0,2,10,1000,100,100,0.25
88,0.8223510330008139,684.5703936963318,8994.0,100,0.25,1000,0,2,10,1000,100,100,0.25
89,0.8312721260008402,684.5703936963318,9095.0,100,0.25,1000,0,2,10,1000,100,100,0.25
90,0.8405559330003598,684.5703936963318,9196.0,100,0.25,1000,0,2,10,1000,100,100,0.25
91,0.8496533980014647,684.5703936963318,9297.0,100,0.25,1000,0,2,10,1000,100,100,0.25
92,0.8589323760006664,684.5703936963318,9398.0,100,0.25,1000,0,2,10,1000,100,100,0.25
93,0.8684008010004618,684.5703936963318,9499.0,100,0.25,1000,0,2,10,1000,100,100,0.25
94,0.8776512830008869,684.5703936963318,9600.0,100,0.25,1000,0,2,10,1000,100,100,0.25
95,0.886803414001406,684.5703936963318,9701.0,100,0.25,1000,0,2,10,1000,100,100,0.25
96,0.8958176579999417,684.5703936963318,9802.0,100,0.25,1000,0,2,10,1000,100,100,0.25
97,0.9049213260004763,684.5703936963318,9903.0,100,0.25,1000,0,2,10,1000,100,100,0.25
98,0.9138864550004655,684.5703936963318,10004.0,100,0.25,1000,0,2,10,1000,100,100,0.25
99,0.9228965610000159,684.5703936963318,10105.0,100,0.25,1000,0,2,10,1000,100,100,0.25
100,0.9318401279997488,684.5703936963318,10206.0,100,0.25,1000,0,2,10,1000,100,100,0.25
101,0.9409783620012604,684.5703936963318,10307.0,100,0.25,1000,0,2,10,1000,100,100,0.25
102,0.9502231840015156,684.5703936963318,10408.0,100,0.25,1000,0,2,10,1000,100,100,0.25
103,0.9593270109999139,684.5703936963318,10509.0,100,0.25,1000,0,2,10,1000,100,100,0.25
104,0.9685418340013712,684.5703936963318,10610.0,100,0.25,1000,0,2,10,1000,100,100,0.25
105,0.977692422000473,684.5703936963318,10711.0,100,0.25,1000,0,2,10,1000,100,100,0.25
106,0.9868184740007564,684.5703936963318,10812.0,100,0.25,1000,0,2,10,1000,100,100,0.25
107,0.9959744620009587,684.5703936963318,10913.0,100,0.25,1000,0,2,10,1000,100,100,0.25
108,1.0051362829999562,684.5703936963318,11014.0,100,0.25,1000,0,2,10,1000,100,100,0.25
109,1.014258234999943,684.5703936963318,11115.0,100,0.25,1000,0,2,10,1000,100,100,0.25
110,1.0233082989998366,684.5703936963318,11216.0,100,0.25,1000,0,2,10,1000,100,100,0.25
111,1.0323426110007858,684.5703936963318,11317.0,100,0.25,1000,0,2,10,1000,100,100,0.25
112,1.0413859220006998,684.5703936963318,11418.0,100,0.25,1000,0,2,10,1000,100,100,0.25
0,0.003138347001367947,1298.551899183571,100.0,100,0.5,1000,1,3,10,1000,100,100,0.5
1,0.015442542000528192,957.639037088145,202.0,100,0.5,1000,1,3,10,1000,100,100,0.5
2,0.024935094001193647,957.639037088145,303.0,100,0.5,1000,1,3,10,1000,100,100,0.5
3,0.03422273800060793,955.901524690107,405.0,100,0.5,1000,1,3,10,1000,100,100,0.5
4,0.043409567000708194,951.9927929127567,507.0,100,0.5,1000,1,3,10,1000,100,100,0.5
5,0.05254875300124695,951.9927929127567,608.0,100,0.5,1000,1,3,10,1000,100,100,0.5
6,0.06168328000057954,951.9927929127567,709.0,100,0.5,1000,1,3,10,1000,100,100,0.5
7,0.0708880140009569,949.2567585249226,811.0,100,0.5,1000,1,3,10,1000,100,100,0.5
8,0.08013307600049302,908.6249967945986,913.0,100,0.5,1000,1,3,10,1000,100,100,0.5
9,0.08943302400075481,901.7923694438041,1015.0,100,0.5,1000,1,3,10,1000,100,100,0.5
10,0.09910210800080677,857.080273602197,1117.0,100,0.5,1000,1,3,10,1000,100,100,0.5
11,0.10852197900021565,857.080273602197,1218.0,100,0.5,1000,1,3,10,1000,100,100,0.5
12,0.11798355000064475,839.4689402602899,1320.0,100,0.5,1000,1,3,10,1000,100,100,0.5
13,0.12805998500152782,839.4689402602899,1421.0,100,0.5,1000,1,3,10,1000,100,100,0.5
14,0.13853835900044942,839.4689402602897,1523.0,100,0.5,1000,1,3,10,1000,100,100,0.5
15,0.14835846700043476,839.4689402602897,1624.0,100,0.5,1000,1,3,10,1000,100,100,0.5
16,0.1582326590014418,839.4689402602897,1725.0,100,0.5,1000,1,3,10,1000,100,100,0.5
17,0.16791889700107276,839.4689402602897,1826.0,100,0.5,1000,1,3,10,1000,100,100,0.5
18,0.17765188500015938,839.4689402602897,1927.0,100,0.5,1000,1,3,10,1000,100,100,0.5
19,0.18714643100065587,839.4689402602897,2028.0,100,0.5,1000,1,3,10,1000,100,100,0.5
20,0.1969508880010835,821.4966032099255,2130.0,100,0.5,1000,1,3,10,1000,100,100,0.5
21,0.20643911200022558,821.4966032099255,2231.0,100,0.5,1000,1,3,10,1000,100,100,0.5
22,0.21656455199990887,821.4966032099255,2332.0,100,0.5,1000,1,3,10,1000,100,100,0.5
23,0.22601208700143616,821.4966032099255,2433.0,100,0.5,1000,1,3,10,1000,100,100,0.5
24,0.23588160000144853,821.4966032099255,2534.0,100,0.5,1000,1,3,10,1000,100,100,0.5
25,0.24532197100052144,815.8503590345372,2636.0,100,0.5,1000,1,3,10,1000,100,100,0.5
26,0.25507972700143,815.8503590345372,2737.0,100,0.5,1000,1,3,10,1000,100,100,0.5
27,0.2651409120007884,815.8503590345372,2838.0,100,0.5,1000,1,3,10,1000,100,100,0.5
28,0.2752985639999679,815.8503590345372,2939.0,100,0.5,1000,1,3,10,1000,100,100,0.5
29,0.28460067700143554,815.8503590345372,3040.0,100,0.5,1000,1,3,10,1000,100,100,0.5
30,0.2941550890009239,802.9003041337146,3142.0,100,0.5,1000,1,3,10,1000,100,100,0.5
31,0.3034880909999629,802.9003041337146,3243.0,100,0.5,1000,1,3,10,1000,100,100,0.5
32,0.3128002240009664,802.9003041337146,3344.0,100,0.5,1000,1,3,10,1000,100,100,0.5
33,0.3221173350011668,797.2540599583263,3446.0,100,0.5,1000,1,3,10,1000,100,100,0.5
34,0.3310207550002815,797.2540599583263,3547.0,100,0.5,1000,1,3,10,1000,100,100,0.5
35,0.3401421870003105,797.2540599583263,3648.0,100,0.5,1000,1,3,10,1000,100,100,0.5
36,0.35037954400104354,797.2540599583263,3749.0,100,0.5,1000,1,3,10,1000,100,100,0.5
37,0.359861405000629,797.2540599583263,3850.0,100,0.5,1000,1,3,10,1000,100,100,0.5
38,0.3689438119999977,797.2540599583263,3951.0,100,0.5,1000,1,3,10,1000,100,100,0.5
39,0.3782353940005123,797.2540599583263,4052.0,100,0.5,1000,1,3,10,1000,100,100,0.5
40,0.3880305729999236,797.2540599583263,4153.0,100,0.5,1000,1,3,10,1000,100,100,0.5
41,0.3984201849998499,797.2540599583263,4254.0,100,0.5,1000,1,3,10,1000,100,100,0.5
42,0.4088760660015396,797.2540599583263,4355.0,100,0.5,1000,1,3,10,1000,100,100,0.5
43,0.4184617690007144,797.2540599583263,4456.0,100,0.5,1000,1,3,10,1000,100,100,0.5
44,0.427924122001059,797.2540599583263,4557.0,100,0.5,1000,1,3,10,1000,100,100,0.5
45,0.4375652620001347,797.2540599583263,4658.0,100,0.5,1000,1,3,10,1000,100,100,0.5
46,0.4470003229998838,797.2540599583263,4759.0,100,0.5,1000,1,3,10,1000,100,100,0.5
47,0.4569761720013048,797.2540599583263,4860.0,100,0.5,1000,1,3,10,1000,100,100,0.5
48,0.4663536810003279,797.2540599583263,4961.0,100,0.5,1000,1,3,10,1000,100,100,0.5
49,0.47620936800012714,797.2540599583263,5062.0,100,0.5,1000,1,3,10,1000,100,100,0.5
50,0.48571543600155564,797.2540599583263,5163.0,100,0.5,1000,1,3,10,1000,100,100,0.5
51,0.4959864980010025,797.2540599583263,5264.0,100,0.5,1000,1,3,10,1000,100,100,0.5
52,0.5054651629998261,797.2540599583263,5365.0,100,0.5,1000,1,3,10,1000,100,100,0.5
53,0.5154452810002113,797.2540599583263,5466.0,100,0.5,1000,1,3,10,1000,100,100,0.5
54,0.5253350540006068,797.2540599583263,5567.0,100,0.5,1000,1,3,10,1000,100,100,0.5
55,0.5368139190013608,797.2540599583263,5668.0,100,0.5,1000,1,3,10,1000,100,100,0.5
56,0.5469737550010905,797.2540599583263,5769.0,100,0.5,1000,1,3,10,1000,100,100,0.5
57,0.5583826340007363,797.2540599583263,5870.0,100,0.5,1000,1,3,10,1000,100,100,0.5
58,0.5685246160010138,797.2540599583263,5971.0,100,0.5,1000,1,3,10,1000,100,100,0.5
59,0.5783051570015232,797.2540599583263,6072.0,100,0.5,1000,1,3,10,1000,100,100,0.5
60,0.5877111800000421,797.2540599583263,6173.0,100,0.5,1000,1,3,10,1000,100,100,0.5
61,0.5975518380000722,797.2540599583263,6274.0,100,0.5,1000,1,3,10,1000,100,100,0.5
62,0.6080362030006654,797.2540599583263,6375.0,100,0.5,1000,1,3,10,1000,100,100,0.5
63,0.617708665000464,797.2540599583263,6476.0,100,0.5,1000,1,3,10,1000,100,100,0.5
64,0.627159917001336,797.2540599583263,6577.0,100,0.5,1000,1,3,10,1000,100,100,0.5
65,0.6374599150003633,797.2540599583263,6678.0,100,0.5,1000,1,3,10,1000,100,100,0.5
66,0.6476628850014094,797.2540599583263,6779.0,100,0.5,1000,1,3,10,1000,100,100,0.5
67,0.6585786180003197,797.2540599583263,6880.0,100,0.5,1000,1,3,10,1000,100,100,0.5
68,0.6693090910011961,797.2540599583263,6981.0,100,0.5,1000,1,3,10,1000,100,100,0.5
69,0.6804131490007421,797.2540599583263,7082.0,100,0.5,1000,1,3,10,1000,100,100,0.5
70,0.6909060010002577,797.2540599583263,7183.0,100,0.5,1000,1,3,10,1000,100,100,0.5
71,0.7005538640005398,797.2540599583263,7284.0,100,0.5,1000,1,3,10,1000,100,100,0.5
72,0.7105635700008861,797.2540599583263,7385.0,100,0.5,1000,1,3,10,1000,100,100,0.5
73,0.7200766010009829,797.2540599583263,7486.0,100,0.5,1000,1,3,10,1000,100,100,0.5
74,0.7301109750005708,797.2540599583263,7587.0,100,0.5,1000,1,3,10,1000,100,100,0.5
75,0.7400209260013071,797.2540599583263,7688.0,100,0.5,1000,1,3,10,1000,100,100,0.5
76,0.7503215050001018,797.2540599583263,7789.0,100,0.5,1000,1,3,10,1000,100,100,0.5
77,0.760013152999818,797.2540599583263,7890.0,100,0.5,1000,1,3,10,1000,100,100,0.5
78,0.769910360000722,797.2540599583263,7991.0,100,0.5,1000,1,3,10,1000,100,100,0.5
79,0.7796295420012029,797.2540599583263,8092.0,100,0.5,1000,1,3,10,1000,100,100,0.5
80,0.789653375000853,797.2540599583263,8193.0,100,0.5,1000,1,3,10,1000,100,100,0.5
81,0.7990325870014203,797.2540599583263,8294.0,100,0.5,1000,1,3,10,1000,100,100,0.5
82,0.8091696690007666,797.2540599583263,8395.0,100,0.5,1000,1,3,10,1000,100,100,0.5
83,0.8188474910002697,797.2540599583263,8496.0,100,0.5,1000,1,3,10,1000,100,100,0.5
84,0.8287019350009359,797.2540599583263,8597.0,100,0.5,1000,1,3,10,1000,100,100,0.5
85,0.83824004500093,797.2540599583263,8698.0,100,0.5,1000,1,3,10,1000,100,100,0.5
86,0.8478588520010817,797.2540599583263,8799.0,100,0.5,1000,1,3,10,1000,100,100,0.5
87,0.8576775569999882,797.2540599583263,8900.0,100,0.5,1000,1,3,10,1000,100,100,0.5
88,0.8674080609998782,797.2540599583263,9001.0,100,0.5,1000,1,3,10,1000,100,100,0.5
89,0.8775340910015075,797.2540599583263,9102.0,100,0.5,1000,1,3,10,1000,100,100,0.5
90,0.8872681620014191,797.2540599583263,9203.0,100,0.5,1000,1,3,10,1000,100,100,0.5
91,0.8972407750006823,797.2540599583263,9304.0,100,0.5,1000,1,3,10,1000,100,100,0.5
92,0.9066830000010668,797.2540599583263,9405.0,100,0.5,1000,1,3,10,1000,100,100,0.5
93,0.9165388970013737,797.2540599583263,9506.0,100,0.5,1000,1,3,10,1000,100,100,0.5
94,0.9261212720011827,797.2540599583263,9607.0,100,0.5,1000,1,3,10,1000,100,100,0.5
95,0.9361066700002993,797.2540599583263,9708.0,100,0.5,1000,1,3,10,1000,100,100,0.5
96,0.9455764579997776,797.2540599583263,9809.0,100,0.5,1000,1,3,10,1000,100,100,0.5
97,0.9556245479998324,797.2540599583263,9910.0,100,0.5,1000,1,3,10,1000,100,100,0.5
98,0.9649896930004616,797.2540599583263,10011.0,100,0.5,1000,1,3,10,1000,100,100,0.5
99,0.9748272040014854,797.2540599583263,10112.0,100,0.5,1000,1,3,10,1000,100,100,0.5
100,0.9841348780009866,797.2540599583263,10213.0,100,0.5,1000,1,3,10,1000,100,100,0.5
101,0.9939810560008482,797.2540599583263,10314.0,100,0.5,1000,1,3,10,1000,100,100,0.5
102,1.0031988850005291,797.2540599583263,10415.0,100,0.5,1000,1,3,10,1000,100,100,0.5
103,1.0131095680008002,797.2540599583263,10516.0,100,0.5,1000,1,3,10,1000,100,100,0.5
104,1.0224310789999436,797.2540599583263,10617.0,100,0.5,1000,1,3,10,1000,100,100,0.5
105,1.0323770499999227,797.2540599583263,10718.0,100,0.5,1000,1,3,10,1000,100,100,0.5
106,1.041663984000479,797.2540599583263,10819.0,100,0.5,1000,1,3,10,1000,100,100,0.5
107,1.0515188180015684,797.2540599583263,10920.0,100,0.5,1000,1,3,10,1000,100,100,0.5
108,1.061044595000567,797.2540599583263,11021.0,100,0.5,1000,1,3,10,1000,100,100,0.5
109,1.0709736440003326,797.2540599583263,11122.0,100,0.5,1000,1,3,10,1000,100,100,0.5
110,1.0801981360000354,797.2540599583263,11223.0,100,0.5,1000,1,3,10,1000,100,100,0.5
111,1.0899469340001815,797.2540599583263,11324.0,100,0.5,1000,1,3,10,1000,100,100,0.5
112,1.099505924999903,797.2540599583263,11425.0,100,0.5,1000,1,3,10,1000,100,100,0.5
113,1.1096998379998695,797.2540599583263,11526.0,100,0.5,1000,1,3,10,1000,100,100,0.5
114,1.1190152180006407,797.2540599583263,11627.0,100,0.5,1000,1,3,10,1000,100,100,0.5
115,1.1287255120005284,797.2540599583263,11728.0,100,0.5,1000,1,3,10,1000,100,100,0.5
116,1.138081148999845,797.2540599583263,11829.0,100,0.5,1000,1,3,10,1000,100,100,0.5
117,1.147498907001136,797.2540599583263,11930.0,100,0.5,1000,1,3,10,1000,100,100,0.5
118,1.1572078290009813,797.2540599583263,12031.0,100,0.5,1000,1,3,10,1000,100,100,0.5
119,1.1666860840014124,797.2540599583263,12132.0,100,0.5,1000,1,3,10,1000,100,100,0.5
120,1.1764278790014941,797.2540599583263,12233.0,100,0.5,1000,1,3,10,1000,100,100,0.5
121,1.186169313999926,797.2540599583263,12334.0,100,0.5,1000,1,3,10,1000,100,100,0.5
122,1.1962162330000865,797.2540599583263,12435.0,100,0.5,1000,1,3,10,1000,100,100,0.5
123,1.205661924001106,797.2540599583263,12536.0,100,0.5,1000,1,3,10,1000,100,100,0.5
124,1.2153658970000834,797.2540599583263,12637.0,100,0.5,1000,1,3,10,1000,100,100,0.5
125,1.2246862150004745,797.2540599583263,12738.0,100,0.5,1000,1,3,10,1000,100,100,0.5
126,1.234059005000745,797.2540599583263,12839.0,100,0.5,1000,1,3,10,1000,100,100,0.5
127,1.2437644010005897,797.2540599583263,12940.0,100,0.5,1000,1,3,10,1000,100,100,0.5
128,1.254162189001363,797.2540599583263,13041.0,100,0.5,1000,1,3,10,1000,100,100,0.5
129,1.2643030979998002,797.2540599583263,13142.0,100,0.5,1000,1,3,10,1000,100,100,0.5
130,1.2745878980003909,797.2540599583263,13243.0,100,0.5,1000,1,3,10,1000,100,100,0.5
131,1.284609767000802,797.2540599583263,13344.0,100,0.5,1000,1,3,10,1000,100,100,0.5
132,1.294502997001473,797.2540599583263,13445.0,100,0.5,1000,1,3,10,1000,100,100,0.5
133,1.3044073279997974,797.2540599583263,13546.0,100,0.5,1000,1,3,10,1000,100,100,0.5
0,0.004068030999405892,1068.1483700349288,100.0,100,0.5,1000,1,4,10,1000,100,100,0.5
1,0.022738345000107074,998.51852368554,202.0,100,0.5,1000,1,4,10,1000,100,100,0.5
2,0.033292537000306766,954.6998242537289,304.0,100,0.5,1000,1,4,10,1000,100,100,0.5
3,0.042780210000273655,919.9153539088774,406.0,100,0.5,1000,1,4,10,1000,100,100,0.5
4,0.05301590400085843,919.9153539088774,507.0,100,0.5,1000,1,4,10,1000,100,100,0.5
5,0.06252579000101832,919.9153539088774,608.0,100,0.5,1000,1,4,10,1000,100,100,0.5
6,0.07245524900099554,915.3702129905216,710.0,100,0.5,1000,1,4,10,1000,100,100,0.5
7,0.08216365100088296,895.3595985588167,812.0,100,0.5,1000,1,4,10,1000,100,100,0.5
8,0.09229336899988994,895.3595985588167,913.0,100,0.5,1000,1,4,10,1000,100,100,0.5
9,0.10215586900085327,895.3595985588167,1014.0,100,0.5,1000,1,4,10,1000,100,100,0.5
10,0.11243825400015339,895.3595985588167,1115.0,100,0.5,1000,1,4,10,1000,100,100,0.5
11,0.12297381899952597,895.3595985588167,1216.0,100,0.5,1000,1,4,10,1000,100,100,0.5
12,0.13334439500067674,857.1249013600017,1318.0,100,0.5,1000,1,4,10,1000,100,100,0.5
13,0.14383898100095394,857.1249013600017,1419.0,100,0.5,1000,1,4,10,1000,100,100,0.5
14,0.1537849329997698,829.2937439579929,1521.0,100,0.5,1000,1,4,10,1000,100,100,0.5
15,0.1630426699994132,829.2937439579929,1622.0,100,0.5,1000,1,4,10,1000,100,100,0.5
16,0.17254542199952994,829.2937439579929,1723.0,100,0.5,1000,1,4,10,1000,100,100,0.5
17,0.1819235530001606,829.2937439579929,1824.0,100,0.5,1000,1,4,10,1000,100,100,0.5
18,0.19144460999996227,829.2937439579929,1925.0,100,0.5,1000,1,4,10,1000,100,100,0.5
19,0.20088354899962724,827.1167868429196,2027.0,100,0.5,1000,1,4,10,1000,100,100,0.5
20,0.2103582159998041,827.1167868429196,2128.0,100,0.5,1000,1,4,10,1000,100,100,0.5
21,0.22033182199993462,827.1167868429196,2229.0,100,0.5,1000,1,4,10,1000,100,100,0.5
22,0.2301051690010354,827.1167868429196,2330.0,100,0.5,1000,1,4,10,1000,100,100,0.5
23,0.23995968300005188,827.1167868429196,2431.0,100,0.5,1000,1,4,10,1000,100,100,0.5
24,0.24922574700030964,827.1167868429196,2532.0,100,0.5,1000,1,4,10,1000,100,100,0.5
25,0.25869583600069745,827.1167868429196,2633.0,100,0.5,1000,1,4,10,1000,100,100,0.5
26,0.2679559270000027,827.1167868429196,2734.0,100,0.5,1000,1,4,10,1000,100,100,0.5
27,0.2773127870004828,827.1167868429196,2835.0,100,0.5,1000,1,4,10,1000,100,100,0.5
28,0.2866561190003267,827.1167868429196,2936.0,100,0.5,1000,1,4,10,1000,100,100,0.5
29,0.2960207430005539,827.1167868429196,3037.0,100,0.5,1000,1,4,10,1000,100,100,0.5
30,0.3055752969994501,827.1167868429196,3138.0,100,0.5,1000,1,4,10,1000,100,100,0.5
31,0.31556760800049233,827.1167868429196,3239.0,100,0.5,1000,1,4,10,1000,100,100,0.5
32,0.3254058210004587,827.1167868429196,3340.0,100,0.5,1000,1,4,10,1000,100,100,0.5
33,0.3354431299994758,827.1167868429196,3441.0,100,0.5,1000,1,4,10,1000,100,100,0.5
34,0.3447280000000319,827.1167868429196,3542.0,100,0.5,1000,1,4,10,1000,100,100,0.5
35,0.35395267300009436,827.1167868429196,3643.0,100,0.5,1000,1,4,10,1000,100,100,0.5
36,0.3631197640006576,827.1167868429196,3744.0,100,0.5,1000,1,4,10,1000,100,100,0.5
37,0.372061518000919,827.1167868429196,3845.0,100,0.5,1000,1,4,10,1000,100,100,0.5
38,0.38099176000105217,827.1167868429196,3946.0,100,0.5,1000,1,4,10,1000,100,100,0.5
39,0.38991218199953437,827.1167868429195,4048.0,100,0.5,1000,1,4,10,1000,100,100,0.5
